Date,Time,Currency,Event,Impact,Actual,Forecast,Previous
2012-06-12,1:45pm,CHF,SECO Economic Forecasts,Medium,,,
2012-06-12,4:30pm,GBP,Manufacturing Production m/m,High,-0.7%,0.0%,0.9%
2012-06-12,4:30pm,GBP,Industrial Production m/m,Non-economic,0.0%,0.2%,-0.3%
2012-06-12,6:00pm,EUR,ECB Financial Stability Review,Non-economic,,,
2012-06-12,7:30pm,USD,NFIB Small Business Index,Non-economic,94.4,94.0,94.5
2012-06-12,8:30pm,USD,Import Prices m/m,Medium,-1.0%,-1.0%,0.0%
2012-06-12,10:00pm,GBP,NIESR GDP Estimate,Medium,0.1%,,-0.1%
2012-06-12,10:00pm,USD,RCM/TIPP Economic Optimism,Non-economic,46.7,49.0,48.5
2012-06-13,1:59am,USD,Federal Budget Balance,Medium,-124.6B,-112.7B,59.1B
2012-06-13,7:10am,AUD,RBA Gov Stevens Speaks,High,,,
2012-06-13,7:50am,JPY,Core Machinery Orders m/m,Medium,5.7%,2.0%,-2.8%
2012-06-13,8:30am,AUD,Westpac Consumer Sentiment,Medium,0.3%,,0.8%
2012-06-13,1:30pm,EUR,French Final CPI m/m,Non-economic,-0.1%,0.2%,0.1%
2012-06-13,2:00pm,EUR,German Final CPI m/m,Non-economic,-0.2%,-0.2%,-0.2%
2012-06-13,3:15pm,CHF,PPI m/m,Medium,-0.2%,-0.1%,-0.1%
2012-06-13,5:00pm,EUR,Industrial Production m/m,Medium,-0.8%,-0.9%,-0.1%
2012-06-13,5:34pm,EUR,German 10-y Bond Auction,Medium,1.52|1.4,,1.47|1.5
2012-06-13,8:30pm,USD,Core Retail Sales m/m,High,-0.4%,0.1%,-0.3%
2012-06-13,8:30pm,USD,PPI m/m,High,-1.0%,-0.6%,-0.2%
2012-06-13,8:30pm,USD,Retail Sales m/m,High,-0.2%,-0.1%,-0.2%
2012-06-13,8:30pm,USD,Core PPI m/m,Medium,0.2%,0.2%,0.2%
2012-06-13,10:00pm,USD,Business Inventories m/m,Medium,0.4%,0.4%,0.3%
2012-06-13,10:30pm,USD,Crude Oil Inventories,Medium,-0.2M,-1.6M,-0.1M
2012-06-14,1:00am,USD,10-y Bond Auction,Medium,1.62|3.1,,1.86|2.9
2012-06-14,5:00am,NZD,Official Cash Rate,High,2.50%,2.50%,2.50%
2012-06-14,5:00am,NZD,RBNZ Press Conference,High,,,
2012-06-14,5:00am,NZD,RBNZ Rate Statement,High,,,
2012-06-14,5:00am,NZD,RBNZ Monetary Policy Statement,Medium,,,
2012-06-14,6:45am,NZD,FPI m/m,Non-economic,0.3%,,-0.1%
2012-06-14,9:10am,NZD,RBNZ Gov Bollard Speaks,High,,,
2012-06-14,9:21am,AUD,MI Inflation Expectations,Medium,2.3%,,3.1%
2012-06-14,12:30pm,JPY,Revised Industrial Production m/m,Non-economic,-0.2%,0.2%,0.2%
2012-06-14,2:00pm,EUR,German WPI m/m,Non-economic,-0.7%,-0.4%,0.5%
2012-06-14,3:30pm,CHF,Libor Rate,High,<0.25%,<0.25%,<0.25%
2012-06-14,3:30pm,CHF,SNB Monetary Policy Assessment,High,,,
2012-06-14,3:30pm,CHF,SNB Press Conference,High,,,
2012-06-14,4:00pm,CHF,SNB Financial Stability Report,Medium,,,
2012-06-14,4:00pm,EUR,ECB Monthly Bulletin,Medium,,,
2012-06-14,5:00pm,EUR,Final Core CPI y/y,Medium,1.6%,1.6%,1.6%
2012-06-14,5:00pm,EUR,Final CPI y/y,Medium,2.4%,2.4%,2.4%
2012-06-14,5:00pm,GBP,CB Leading Index m/m,Non-economic,0.2%,,1.1%
2012-06-14,All Day,All,OPEC Meetings,Non-economic,,,
2012-06-14,8:30pm,CAD,NHPI m/m,Medium,0.2%,0.4%,0.3%
2012-06-14,8:30pm,CAD,Capacity Utilization Rate,Non-economic,80.7%,80.9%,80.5%
2012-06-14,8:30pm,USD,Core CPI m/m,High,0.2%,0.2%,0.2%
2012-06-14,8:30pm,USD,CPI y/y,High,1.7%,1.8%,2.3%
2012-06-14,8:30pm,USD,Unemployment Claims,High,386K,377K,380K
2012-06-14,8:30pm,USD,CPI m/m,Medium,-0.3%,-0.2%,0.0%
2012-06-14,8:30pm,USD,Current Account,Medium,-137B,-132B,-119B
2012-06-14,9:30pm,EUR,German Buba President Weidmann Speaks,Medium,,,
2012-06-14,10:30pm,CAD,BOC Financial System Review,Non-economic,,,
2012-06-14,10:30pm,USD,Natural Gas Storage,Non-economic,67B,55B,62B
2012-06-15,1:00am,USD,30-y Bond Auction,Non-economic,2.72|2.4,,3.09|2.7
2012-06-15,1:05am,CAD,Gov Council Member Cote Speaks,Non-economic,,,
2012-06-15,4:00am,GBP,BOE Gov King Speaks,High,,,
2012-06-15,6:22am,NZD,BusinessNZ Manufacturing Index,Non-economic,55.7,,48.2
2012-06-15,7:01am,GBP,Nationwide Consumer Confidence,Medium,41,45,44
2012-06-15,10:52am,JPY,Monetary Policy Statement,High,,,
2012-06-15,10:52am,JPY,Overnight Call Rate,High,<0.10%,<0.10%,<0.10%
2012-06-15,2:50pm,EUR,ECB President Draghi Speaks,High,,,
2012-06-15,3:20pm,JPY,BOJ Press Conference,High,,,
2012-06-15,4:00pm,EUR,Italian Trade Balance,Non-economic,-0.20B,1.34B,2.07B
2012-06-15,4:30pm,GBP,Goods Trade Balance,Medium,-10.1B,-8.5B,-8.7B
2012-06-15,5:00pm,EUR,Final Employment Change q/q,Non-economic,-0.2%,-0.2%,-0.3%
2012-06-15,5:00pm,EUR,Trade Balance,Non-economic,6.2B,4.2B,3.7B
2012-06-15,5:33pm,CNY,Foreign Direct Investment ytd/y,Non-economic,-1.9%,,-2.4%
2012-06-15,8:30pm,CAD,Manufacturing Sales m/m,Medium,-0.8%,0.5%,1.9%
2012-06-15,8:30pm,USD,Empire State Manufacturing Index,Medium,2.3,13.6,17.1
2012-06-15,8:56pm,USD,TIC Long-Term Purchases,Medium,25.6B,45.3B,36.0B
2012-06-15,9:15pm,USD,Capacity Utilization Rate,Medium,79.0%,79.2%,79.2%
2012-06-15,9:15pm,USD,Industrial Production m/m,Medium,-0.1%,0.1%,1.0%
2012-06-15,9:55pm,USD,Prelim UoM Consumer Sentiment,High,74.1,77.5,79.3
2012-06-15,9:55pm,USD,Prelim UoM Inflation Expectations,Non-economic,3.0%,,3.0%
2012-06-17,All Day,EUR,French Parliamentary Elections,High,,,
2012-06-17,All Day,EUR,Greek Parliamentary Election,High,,,
2012-06-18,6:00am,NZD,Westpac Consumer Sentiment,Non-economic,99.9,,102.4
2012-06-18,6:30am,NZD,BusinessNZ Services Index,Non-economic,56.8,,55.0
2012-06-18,7:01am,GBP,Rightmove HPI m/m,Medium,1.0%,,0.0%
2012-06-18,9:30am,AUD,New Motor Vehicle Sales m/m,Medium,2.4%,,-1.0%
2012-06-18,1:00pm,JPY,BOJ Monthly Report,Non-economic,,,
2012-06-18,6:00pm,EUR,German Buba Monthly Report,Non-economic,,,
2012-06-18,7:30pm,GBP,MPC Member Tucker Speaks,Medium,,,
2012-06-18,8:30pm,CAD,Foreign Securities Purchases,Medium,10.20B,3.41B,-2.40B
2012-06-18,10:00pm,USD,NAHB Housing Market Index,Non-economic,29,28,28
2012-06-19,Day 1,All,G20 Meetings,High,,,
2012-06-19,8:00am,NZD,RBNZ Assist Gov McDermott Speaks,Non-economic,,,
2012-06-19,9:30am,AUD,Monetary Policy Meeting Minutes,High,,,
2012-06-19,4:30pm,GBP,CPI y/y,High,2.8%,3.0%,3.0%
2012-06-19,4:30pm,GBP,RPI y/y,Medium,3.1%,3.3%,3.5%
2012-06-19,4:30pm,GBP,Core CPI y/y,Non-economic,2.2%,2.3%,2.1%
2012-06-19,4:30pm,GBP,ONS HPI y/y,Non-economic,1.4%,-0.1%,-0.4%
2012-06-19,5:00pm,EUR,German ZEW Economic Sentiment,High,-16.9,3.8,10.8
2012-06-19,5:00pm,EUR,ZEW Economic Sentiment,Medium,-20.1,-5.7,-2.4
2012-06-19,8:30pm,CAD,Wholesale Sales m/m,Medium,1.5%,0.4%,0.3%
2012-06-19,8:30pm,USD,Building Permits,High,0.78M,0.73M,0.72M
2012-06-19,8:30pm,USD,Housing Starts,Medium,0.71M,0.72M,0.74M
2012-06-19,10:00pm,USD,JOLTS Job Openings,Non-economic,3.42M,3.69M,3.74M
2012-06-19,10:30pm,NZD,GDT Price Index,Non-economic,-0.1%,,13.3%
2012-06-20,Day 2,All,G20 Meetings,High,,,
2012-06-20,6:45am,NZD,Current Account,High,-1.31B,-1.13B,-2.83B
2012-06-20,7:01am,GBP,BOE Quarterly Bulletin,Non-economic,,,
2012-06-20,7:50am,JPY,Monetary Policy Meeting Minutes,Medium,,,
2012-06-20,7:50am,JPY,Trade Balance,Medium,-0.66T,-0.36T,-0.51T
2012-06-20,8:00am,AUD,CB Leading Index m/m,Medium,-1.4%,,-0.2%
2012-06-20,8:30am,AUD,MI Leading Index m/m,Medium,0.5%,,0.5%
2012-06-20,9:30am,AUD,Housing Starts q/q,Non-economic,-12.6%,-2.0%,-4.5%
2012-06-20,12:30pm,JPY,All Industries Activity m/m,Non-economic,0.1%,0.2%,-0.3%
2012-06-20,2:00pm,EUR,German PPI m/m,Medium,-0.3%,-0.1%,0.2%
2012-06-20,2:35pm,JPY,BOJ Gov Shirakawa Speaks,Medium,,,
2012-06-20,4:30pm,GBP,Claimant Count Change,High,8.1K,-3.1K,-12.8K
2012-06-20,4:30pm,GBP,MPC Asset Purchase Facility Votes,High,4-0-5,1-0-8,1-0-8
2012-06-20,4:30pm,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2012-06-20,4:30pm,GBP,Unemployment Rate,Medium,8.2%,8.2%,8.2%
2012-06-20,4:30pm,GBP,Average Earnings Index 3m/y,Non-economic,1.4%,0.8%,0.9%
2012-06-20,5:00pm,CHF,UBS Economic Expectations,Medium,-43.4,,-4.0
2012-06-20,10:30pm,USD,Crude Oil Inventories,Medium,2.9M,-1.0M,-0.2M
2012-06-21,12:32am,USD,FOMC Statement,High,,,
2012-06-21,12:32am,USD,Federal Funds Rate,Medium,<0.25%,<0.25%,<0.25%
2012-06-21,2:00am,USD,FOMC Economic Projections,High,,,
2012-06-21,2:15am,USD,FOMC Press Conference,High,,,
2012-06-21,6:45am,NZD,GDP q/q,High,1.1%,0.5%,0.4%
2012-06-21,9:30am,AUD,RBA Bulletin,Non-economic,,,
2012-06-21,10:30am,CNY,Caixin Flash Manufacturing PMI,High,48.1,,48.4
2012-06-21,2:00pm,CHF,Trade Balance,Medium,2.48B,1.97B,1.26B
2012-06-21,3:00pm,EUR,French Flash Manufacturing PMI,Medium,45.3,44.6,44.7
2012-06-21,3:00pm,EUR,French Flash Services PMI,Medium,47.3,45.1,45.1
2012-06-21,3:30pm,EUR,German Flash Manufacturing PMI,High,44.7,45.3,45.2
2012-06-21,3:30pm,EUR,German Flash Services PMI,Medium,50.3,51.6,51.8
2012-06-21,4:00pm,EUR,Current Account,Medium,4.6B,7.3B,10.3B
2012-06-21,4:00pm,EUR,Flash Manufacturing PMI,Medium,44.8,44.9,45.1
2012-06-21,4:00pm,EUR,Flash Services PMI,Medium,46.8,46.5,46.7
2012-06-21,All Day,EUR,Eurogroup Meetings,Medium,,,
2012-06-21,4:30pm,GBP,Retail Sales m/m,High,1.4%,1.1%,-2.4%
2012-06-21,5:36pm,GBP,10-y Bond Auction,Medium,1.92|1.6,,2.22|1.9
2012-06-21,6:00pm,GBP,CBI Industrial Order Expectations,Medium,-11,-19,-17
2012-06-21,8:30pm,CAD,Core Retail Sales m/m,High,-0.3%,0.2%,0.3%
2012-06-21,8:30pm,CAD,Retail Sales m/m,Medium,-0.5%,0.3%,0.4%
2012-06-21,8:30pm,USD,Unemployment Claims,High,387K,381K,389K
2012-06-21,9:00pm,USD,Flash Manufacturing PMI,Medium,52.9,53.4,54.0
2012-06-21,10:00pm,EUR,Consumer Confidence,Non-economic,-20,-20,-19
2012-06-21,10:00pm,USD,Existing Home Sales,High,4.55M,4.58M,4.62M
2012-06-21,10:00pm,USD,Philly Fed Manufacturing Index,High,-16.6,0.7,-5.8
2012-06-21,10:00pm,USD,CB Leading Index m/m,Non-economic,0.3%,0.2%,-0.1%
2012-06-21,10:00pm,USD,HPI m/m,Non-economic,0.8%,0.5%,1.6%
2012-06-21,10:30pm,USD,Natural Gas Storage,Non-economic,62B,64B,67B
2012-06-21,11:45pm,CAD,BOC Gov Carney Speaks,Medium,,,
2012-06-22,12:00am,EUR,ECB President Draghi Speaks,Medium,,,
2012-06-22,1:30am,GBP,MPC Member Weale Speaks,Medium,,,
2012-06-22,6:45am,NZD,Visitor Arrivals m/m,Non-economic,-1.0%,,0.9%
2012-06-22,All Day,CNY,Bank Holiday,Low,,,
2012-06-22,11:00am,NZD,Credit Card Spending y/y,Non-economic,3.9%,,3.7%
2012-06-22,3:30pm,CHF,SNB Quarterly Bulletin,Non-economic,,,
2012-06-22,4:00pm,EUR,German ifo Business Climate,High,105.3,106.1,106.9
2012-06-22,All Day,EUR,ECOFIN Meetings,Medium,,,
2012-06-22,8:30pm,CAD,Core CPI m/m,High,0.2%,0.3%,0.4%
2012-06-22,8:30pm,CAD,CPI m/m,Medium,-0.1%,0.2%,0.4%
2012-06-22,9:00pm,EUR,Belgian NBB Business Climate,Medium,-13.2,-11.8,-11.2
2012-06-23,12:30am,USD,FOMC Member Pianalto Speaks,Medium,,,
2012-06-25,10:00pm,USD,New Home Sales,High,369K,347K,358K
2012-06-26,7:50am,JPY,SPPI y/y,Non-economic,0.1%,0.3%,0.2%
2012-06-26,10:00am,CNY,CB Leading Index m/m,Non-economic,1.1%,,0.9%
2012-06-26,11:50am,AUD,RBA Deputy Gov Debelle Speaks,Medium,,,
2012-06-26,2:00pm,CHF,UBS Consumption Indicator,Non-economic,1.05,,1.37
2012-06-26,2:00pm,EUR,German GfK Consumer Climate,Medium,5.8,5.7,5.7
2012-06-26,4:00pm,EUR,Italian Retail Sales m/m,Non-economic,-1.6%,-0.6%,-0.8%
2012-06-26,4:30pm,GBP,Public Sector Net Borrowing,High,15.6B,13.6B,-19.9B
2012-06-26,5:00pm,GBP,Monetary Policy Report Hearings,High,,,
2012-06-26,9:00pm,USD,S&P/CS Composite-20 HPI y/y,Medium,-1.9%,-2.4%,-2.6%
2012-06-26,9:59pm,USD,Richmond Manufacturing Index,Non-economic,-3,5,4
2012-06-26,10:00pm,USD,CB Consumer Confidence,High,62.0,63.8,64.4
2012-06-27,6:45am,NZD,Trade Balance,Medium,301M,305M,335M
2012-06-27,10:00am,NZD,RBNZ Statement of Intent,Medium,,,
2012-06-27,2:00pm,EUR,German Import Prices m/m,Non-economic,-0.7%,-0.6%,-0.5%
2012-06-27,All Day,EUR,German Prelim CPI m/m,Medium,-0.1%,0.0%,-0.2%
2012-06-27,4:30pm,GBP,High Street Lending,Medium,30.2K,32.8K,32.1K
2012-06-27,6:00pm,GBP,CBI Realized Sales,Medium,42,12,21
2012-06-27,8:30pm,USD,Core Durable Goods Orders m/m,High,0.4%,0.9%,-0.6%
2012-06-27,8:30pm,USD,Durable Goods Orders m/m,Medium,1.1%,0.5%,-0.2%
2012-06-27,10:00pm,USD,Pending Home Sales m/m,High,5.9%,1.2%,-5.5%
2012-06-27,10:30pm,USD,Crude Oil Inventories,Medium,-0.1M,-0.5M,2.9M
2012-06-28,7:50am,JPY,Retail Sales y/y,Medium,3.6%,3.1%,5.7%
2012-06-28,9:00am,AUD,HIA New Home Sales m/m,Medium,0.7%,,6.9%
2012-06-28,9:00am,NZD,ANZ Business Confidence,High,12.6,,27.1
2012-06-28,12:30pm,CHF,Gov Board Member Danthine Speaks,Medium,,,
2012-06-28,2:00pm,GBP,Nationwide HPI m/m,Medium,-0.6%,0.3%,0.2%
2012-06-28,3:00pm,EUR,Spanish Flash CPI y/y,Non-economic,1.9%,1.9%,1.9%
2012-06-28,3:55pm,EUR,German Unemployment Change,Medium,7K,4K,1K
2012-06-28,4:10pm,EUR,Retail PMI,Non-economic,48.3,,43.3
2012-06-28,All Day,EUR,EU Economic Summit,High,,,
2012-06-28,4:30pm,GBP,Current Account,High,-11.2B,-8.9B,-7.2B
2012-06-28,4:30pm,GBP,BOE Credit Conditions Survey,Medium,,,
2012-06-28,4:30pm,GBP,Final GDP q/q,Medium,-0.3%,-0.3%,-0.3%
2012-06-28,4:30pm,GBP,Revised Business Investment q/q,Non-economic,1.9%,3.6%,3.6%
2012-06-28,5:00pm,EUR,Italian Prelim CPI m/m,Non-economic,0.2%,0.2%,0.0%
2012-06-28,5:15pm,EUR,Italian 10-y Bond Auction,High,6.19|1.3,,6.03|1.4
2012-06-28,8:30pm,USD,Unemployment Claims,High,386K,385K,392K
2012-06-28,8:30pm,USD,Final GDP q/q,Medium,1.9%,1.9%,1.9%
2012-06-28,8:30pm,USD,Final GDP Price Index q/q,Non-economic,2.0%,1.7%,1.7%
2012-06-28,10:30pm,USD,Natural Gas Storage,Non-economic,57B,55B,62B
2012-06-28,11:30pm,USD,FOMC Member Pianalto Speaks,Medium,,,
2012-06-29,1:00am,GBP,MPC Member Weale Speaks,Medium,,,
2012-06-29,6:45am,NZD,Building Consents m/m,Medium,-7.1%,,-7.6%
2012-06-29,7:01am,GBP,GfK Consumer Confidence,Medium,-29,-30,-29
2012-06-29,7:15am,JPY,Final Manufacturing PMI,Non-economic,49.9,,50.7
2012-06-29,7:30am,JPY,Household Spending y/y,Medium,4.0%,2.5%,2.6%
2012-06-29,7:30am,JPY,Tokyo Core CPI y/y,Medium,-0.6%,-0.7%,-0.8%
2012-06-29,7:30am,JPY,National Core CPI y/y,Non-economic,-0.1%,0.1%,0.2%
2012-06-29,7:30am,JPY,Unemployment Rate,Non-economic,4.4%,4.6%,4.6%
2012-06-29,7:50am,JPY,Prelim Industrial Production m/m,Medium,-3.1%,-2.7%,-0.2%
2012-06-29,9:30am,AUD,Private Sector Credit m/m,Medium,0.5%,0.5%,0.4%
2012-06-29,1:00pm,JPY,Housing Starts y/y,Non-economic,9.3%,6.6%,10.3%
2012-06-29,2:00pm,EUR,German Retail Sales m/m,Medium,-0.3%,0.1%,-0.2%
2012-06-29,All Day,EUR,Italian Bank Holiday,Low,,,
2012-06-29,2:45pm,EUR,French Consumer Spending m/m,Medium,0.4%,0.0%,0.7%
2012-06-29,3:00pm,CHF,KOF Economic Barometer,Medium,1.16,0.87,0.80
2012-06-29,4:00pm,EUR,M3 Money Supply y/y,Medium,2.9%,2.4%,2.5%
2012-06-29,4:00pm,EUR,Private Loans y/y,Non-economic,-0.1%,0.3%,0.2%
2012-06-29,All Day,EUR,EU Economic Summit,Medium,,,
2012-06-29,4:30pm,GBP,FPC Statement,Non-economic,,,
2012-06-29,4:30pm,GBP,Index of Services 3m/3m,Non-economic,0.0%,0.3%,0.2%
2012-06-29,5:00pm,EUR,CPI Flash Estimate y/y,Medium,2.4%,2.4%,2.4%
2012-06-29,5:30pm,GBP,BOE Gov King Speaks,High,,,
2012-06-29,5:30pm,GBP,BOE Financial Stability Report,Medium,,,
2012-06-29,8:30pm,CAD,GDP m/m,High,0.3%,0.2%,0.1%
2012-06-29,8:30pm,CAD,RMPI m/m,Medium,-1.0%,-1.3%,-2.0%
2012-06-29,8:30pm,CAD,IPPI m/m,Non-economic,0.0%,0.1%,0.0%
2012-06-29,8:30pm,USD,Core PCE Price Index m/m,Medium,0.1%,0.2%,0.1%
2012-06-29,8:30pm,USD,Personal Spending m/m,Medium,0.0%,0.1%,0.1%
2012-06-29,8:30pm,USD,Personal Income m/m,Non-economic,0.2%,0.3%,0.2%
2012-06-29,9:45pm,USD,Chicago PMI,Medium,52.9,52.8,52.7
2012-06-29,9:55pm,USD,Revised UoM Consumer Sentiment,Medium,73.2,74.2,74.1
2012-06-29,9:55pm,USD,Revised UoM Inflation Expectations,Non-economic,3.1%,,3.0%
2012-07-01,8:58am,CNY,Manufacturing PMI,High,50.2,49.9,50.4
2012-07-02,7:19am,AUD,AIG Manufacturing Index,Non-economic,47.2,,42.4
2012-07-02,7:50am,JPY,Tankan Manufacturing Index,Medium,-1,-4,-4
2012-07-02,7:50am,JPY,Tankan Non-Manufacturing Index,Medium,8,6,5
2012-07-02,8:30am,AUD,MI Inflation Gauge m/m,Non-economic,-0.2%,,0.0%
2012-07-02,10:30am,CNY,Caixin Manufacturing PMI,Medium,48.2,,48.1
2012-07-02,2:30pm,AUD,Commodity Prices y/y,Non-economic,-10.5%,,-10.2%
2012-07-02,3:15pm,CHF,Retail Sales y/y,High,6.2%,2.1%,0.2%
2012-07-02,3:15pm,EUR,Spanish Manufacturing PMI,Medium,41.1,,42.0
2012-07-02,3:30pm,CHF,Manufacturing PMI,Medium,48.1,44.8,45.4
2012-07-02,3:45pm,EUR,Italian Manufacturing PMI,Medium,44.6,44.6,44.8
2012-07-02,3:50pm,EUR,French Final Manufacturing PMI,Non-economic,45.2,45.3,45.3
2012-07-02,3:55pm,EUR,German Final Manufacturing PMI,Non-economic,45.0,44.7,44.7
2012-07-02,4:00pm,EUR,Final Manufacturing PMI,Non-economic,45.1,44.8,44.8
2012-07-02,4:00pm,EUR,Italian Monthly Unemployment Rate,Non-economic,10.1%,10.4%,10.2%
2012-07-02,4:30pm,GBP,Final Manufacturing PMI,High,48.6,46.6,45.9
2012-07-02,5:00pm,EUR,Unemployment Rate,Medium,11.1%,11.1%,11.0%
2012-07-02,All Day,CAD,Bank Holiday,Low,,,
2012-07-02,9:00pm,USD,Final Manufacturing PMI,Non-economic,52.5,53.0,52.9
2012-07-02,10:00pm,USD,ISM Manufacturing PMI,High,49.7,52.1,53.5
2012-07-02,10:00pm,USD,Construction Spending m/m,Non-economic,0.9%,0.3%,0.6%
2012-07-02,10:00pm,USD,ISM Manufacturing Prices,Non-economic,37.0,45.8,47.5
2012-07-03,1:15am,USD,FOMC Member Williams Speaks,Medium,,,
2012-07-03,7:50am,JPY,Monetary Base y/y,Non-economic,5.9%,3.6%,2.4%
2012-07-03,9:00am,CNY,Non-Manufacturing PMI,Non-economic,56.7,,55.2
2012-07-03,9:00am,NZD,ANZ Commodity Prices m/m,Non-economic,-2.4%,,-4.2%
2012-07-03,9:30am,AUD,Building Approvals m/m,High,27.3%,5.1%,-7.6%
2012-07-03,9:30am,JPY,Average Cash Earnings y/y,Medium,-0.8%,0.6%,0.2%
2012-07-03,11:45am,JPY,10-y Bond Auction,Non-economic,0.84|3.1,,0.86|3.0
2012-07-03,12:30pm,AUD,Cash Rate,High,3.50%,3.50%,3.50%
2012-07-03,12:30pm,AUD,RBA Rate Statement,High,,,
2012-07-03,3:00pm,EUR,Spanish Unemployment Change,Medium,-98.9K,,-30.1K
2012-07-03,4:30pm,GBP,Construction PMI,High,48.2,53.1,54.4
2012-07-03,4:30pm,GBP,Net Lending to Individuals m/m,Medium,1.3B,1.1B,1.4B
2012-07-03,4:30pm,GBP,M4 Money Supply m/m,Non-economic,-0.1%,1.4%,0.9%
2012-07-03,4:30pm,GBP,Mortgage Approvals,Non-economic,51K,51K,52K
2012-07-03,5:00pm,EUR,PPI m/m,Non-economic,-0.5%,-0.2%,0.1%
2012-07-03,9:30pm,CAD,Manufacturing PMI,Non-economic,54.8,,54.7
2012-07-03,10:00pm,USD,Factory Orders m/m,Medium,0.7%,0.1%,-0.7%
2012-07-03,10:30pm,NZD,GDT Price Index,Non-economic,-6.0%,,-0.1%
2012-07-03,All Day,USD,Total Vehicle Sales,Non-economic,14.1M,14.0M,13.8M
2012-07-04,7:01am,GBP,BRC Shop Price Index y/y,Non-economic,1.1%,,1.5%
2012-07-04,7:25am,AUD,AIG Services Index,Medium,48.8,,43.5
2012-07-04,9:30am,AUD,Retail Sales m/m,High,0.5%,0.3%,0.1%
2012-07-04,10:30am,CNY,Caixin Services PMI,Non-economic,52.3,,54.7
2012-07-04,3:15pm,EUR,Spanish Services PMI,Non-economic,43.4,,41.8
2012-07-04,3:45pm,EUR,Italian Services PMI,Non-economic,43.1,42.6,42.8
2012-07-04,3:50pm,EUR,French Final Services PMI,Non-economic,47.9,47.3,47.3
2012-07-04,3:55pm,EUR,German Final Services PMI,Non-economic,49.9,50.3,50.3
2012-07-04,4:00pm,EUR,Final Services PMI,Medium,47.1,46.8,46.8
2012-07-04,4:30pm,GBP,Final Services PMI,High,51.3,52.9,53.3
2012-07-04,4:30pm,GBP,Housing Equity Withdrawal q/q,Non-economic,-8.8B,-7.9B,-8.6B
2012-07-04,5:00pm,EUR,Retail Sales m/m,Medium,0.6%,0.2%,-1.4%
2012-07-04,5:07pm,EUR,Final GDP q/q,Non-economic,0.0%,0.0%,0.0%
2012-07-04,All Day,USD,Bank Holiday,Low,,,
2012-07-05,9:30am,AUD,Goods Trade Balance,High,-0.29B,-0.51B,-0.03B
2012-07-05,3:00pm,GBP,Halifax HPI m/m,Medium,1.0%,-0.3%,0.4%
2012-07-05,4:43pm,EUR,Spanish 10-y Bond Auction,High,6.43|3.2,,6.04|3.3
2012-07-05,5:02pm,EUR,French 10-y Bond Auction,Medium,2.53|1.9,,2.46|2.0
2012-07-05,6:00pm,EUR,German Factory Orders m/m,Medium,0.6%,0.1%,-1.4%
2012-07-05,7:00pm,GBP,Asset Purchase Facility,High,375B,375B,325B
2012-07-05,7:00pm,GBP,MPC Rate Statement,High,,,
2012-07-05,7:00pm,GBP,Official Bank Rate,High,0.50%,0.50%,0.50%
2012-07-05,7:30pm,USD,Challenger Job Cuts y/y,Non-economic,-9.4%,,66.7%
2012-07-05,7:45pm,EUR,Main Refinancing Rate,High,0.75%,0.75%,1.00%
2012-07-05,8:15pm,USD,ADP Non-Farm Employment Change,High,176K,103K,136K
2012-07-05,8:30pm,EUR,ECB Press Conference,High,,,
2012-07-05,8:30pm,USD,Unemployment Claims,High,374K,385K,388K
2012-07-05,10:00pm,USD,ISM Services PMI,High,52.1,53.1,53.7
2012-07-05,11:00pm,USD,Crude Oil Inventories,Medium,-4.3M,-1.6M,-0.1M
2012-07-06,7:20am,AUD,AIG Construction Index,Non-economic,34.8,,34.7
2012-07-06,1:00pm,JPY,Leading Indicators,Non-economic,95.9%,95.3%,95.6%
2012-07-06,2:45pm,EUR,French Gov Budget Balance,Non-economic,-69.6B,,-59.9B
2012-07-06,2:45pm,EUR,French Trade Balance,Non-economic,-5.3B,-5.4B,-5.8B
2012-07-06,3:00pm,CHF,Foreign Currency Reserves,High,365B,,309B
2012-07-06,3:15pm,CHF,CPI m/m,High,-0.3%,-0.3%,0.0%
2012-07-06,4:30pm,GBP,PPI Input m/m,High,-2.2%,-2.1%,-2.6%
2012-07-06,4:30pm,GBP,FPC Meeting Minutes,Non-economic,,,
2012-07-06,4:30pm,GBP,PPI Output m/m,Non-economic,-0.4%,-0.2%,-0.2%
2012-07-06,6:00pm,EUR,German Industrial Production m/m,Medium,1.6%,0.2%,-2.1%
2012-07-06,8:30pm,CAD,Building Permits m/m,High,7.4%,0.7%,-4.4%
2012-07-06,8:30pm,CAD,Employment Change,High,7.3K,5.1K,7.7K
2012-07-06,8:30pm,CAD,Unemployment Rate,High,7.2%,7.3%,7.3%
2012-07-06,8:30pm,USD,Non-Farm Employment Change,High,80K,97K,77K
2012-07-06,8:30pm,USD,Unemployment Rate,High,8.2%,8.2%,8.2%
2012-07-06,8:30pm,USD,Average Hourly Earnings m/m,Medium,0.3%,0.2%,0.2%
2012-07-06,10:00pm,CAD,Ivey PMI,High,49.0,55.4,60.5
2012-07-06,10:30pm,USD,Natural Gas Storage,Non-economic,39B,44B,57B
2012-07-09,7:50am,JPY,Current Account,High,0.28T,0.42T,0.29T
2012-07-09,7:50am,JPY,Core Machinery Orders m/m,Medium,-14.8%,-2.4%,5.7%
