Date,Time,Currency,Event,Impact,Actual,Forecast,Previous
2015-06-25,9:45pm,USD,FOMC Member Powell Speaks,Medium,,,
2015-06-25,9:45pm,USD,Flash Services PMI,Non-economic,54.8,56.5,56.2
2015-06-25,10:30pm,USD,Natural Gas Storage,Non-economic,75B,79B,89B
2015-06-26,12:10am,CAD,Gov Council Member Schembri Speaks,Medium,,,
2015-06-26,6:45am,NZD,Trade Balance,High,350M,-90M,183M
2015-06-26,7:30am,JPY,Household Spending y/y,Medium,4.8%,3.5%,-1.3%
2015-06-26,7:30am,JPY,Tokyo Core CPI y/y,Medium,0.1%,0.1%,0.2%
2015-06-26,7:30am,JPY,National Core CPI y/y,Non-economic,0.1%,0.0%,0.3%
2015-06-26,7:30am,JPY,Unemployment Rate,Non-economic,3.3%,3.3%,3.3%
2015-06-26,10:00am,NZD,RBNZ Statement of Intent,Medium,,,
2015-06-26,2:00pm,EUR,German Import Prices m/m,Non-economic,-0.2%,0.2%,0.6%
2015-06-26,4:00pm,EUR,M3 Money Supply y/y,Medium,5.0%,5.4%,5.3%
2015-06-26,4:00pm,EUR,Private Loans y/y,Non-economic,0.5%,0.3%,0.0%
2015-06-26,Day 2,EUR,EU Economic Summit,Medium,,,
2015-06-26,10:00pm,USD,Revised UoM Consumer Sentiment,Medium,96.1,94.6,94.6
2015-06-26,10:00pm,USD,Revised UoM Inflation Expectations,Non-economic,2.7%,,2.7%
2015-06-26,10:15pm,GBP,BOE Gov Carney Speaks,High,,,
2015-06-27,All Day,EUR,Eurogroup Meetings,High,,,
2015-06-28,7:00am,GBP,MPC Member Weale Speaks,Medium,,,
2015-06-28,8:15pm,CAD,BOC Gov Poloz Speaks,Medium,,,
2015-06-29,7:50am,JPY,Retail Sales y/y,Medium,3.0%,2.1%,4.9%
2015-06-29,7:50am,JPY,Prelim Industrial Production m/m,Non-economic,-2.2%,-0.8%,1.2%
2015-06-29,All Day,EUR,Italian Bank Holiday,Low,,,
2015-06-29,All Day,EUR,German Prelim CPI m/m,Medium,-0.1%,0.1%,0.1%
2015-06-29,3:00pm,EUR,Spanish Flash CPI y/y,Medium,0.1%,-0.1%,-0.2%
2015-06-29,4:30pm,GBP,Net Lending to Individuals m/m,Medium,3.1B,3.3B,2.9B
2015-06-29,4:30pm,GBP,M4 Money Supply m/m,Non-economic,0.5%,0.5%,0.4%
2015-06-29,4:30pm,GBP,Mortgage Approvals,Non-economic,64K,69K,68K
2015-06-29,8:30pm,CAD,RMPI m/m,Medium,4.4%,4.4%,4.0%
2015-06-29,8:30pm,CAD,IPPI m/m,Non-economic,0.5%,0.4%,-0.8%
2015-06-29,10:00pm,USD,Pending Home Sales m/m,Medium,0.9%,1.3%,2.7%
2015-06-30,6:45am,NZD,Building Consents m/m,Medium,0.0%,,-0.9%
2015-06-30,6:50am,GBP,GfK Consumer Confidence,Non-economic,7,2,1
2015-06-30,9:00am,AUD,HIA New Home Sales m/m,Non-economic,-2.3%,,0.6%
2015-06-30,9:00am,NZD,ANZ Business Confidence,High,-2.3,,15.7
2015-06-30,9:30am,AUD,Private Sector Credit m/m,Non-economic,0.5%,0.5%,0.3%
2015-06-30,9:30am,JPY,Average Cash Earnings y/y,Medium,0.6%,0.7%,0.7%
2015-06-30,1:00pm,JPY,Housing Starts y/y,Non-economic,5.8%,6.2%,0.4%
2015-06-30,2:00pm,EUR,German Retail Sales m/m,Medium,0.5%,0.0%,1.3%
2015-06-30,2:45pm,EUR,French Consumer Spending m/m,Non-economic,0.1%,0.3%,0.1%
2015-06-30,3:00pm,CHF,KOF Economic Barometer,Medium,89.7,93.7,92.7
2015-06-30,3:55pm,EUR,German Unemployment Change,Medium,-1K,-5K,-5K
2015-06-30,4:00pm,EUR,Italian Monthly Unemployment Rate,Non-economic,12.4%,12.5%,12.4%
2015-06-30,4:30pm,GBP,Current Account,High,-26.5B,-23.7B,-28.9B
2015-06-30,4:30pm,GBP,Final GDP q/q,Medium,0.4%,0.4%,0.3%
2015-06-30,4:30pm,GBP,Index of Services 3m/3m,Non-economic,0.5%,0.5%,0.4%
2015-06-30,4:30pm,GBP,Revised Business Investment q/q,Non-economic,2.0%,1.8%,1.7%
2015-06-30,4:40pm,AUD,RBA Gov Stevens Speaks,High,,,
2015-06-30,5:00pm,EUR,Core CPI Flash Estimate y/y,Medium,0.8%,0.8%,0.9%
2015-06-30,5:00pm,EUR,CPI Flash Estimate y/y,Medium,0.2%,0.2%,0.3%
2015-06-30,5:00pm,EUR,Unemployment Rate,Medium,11.1%,11.1%,11.1%
2015-06-30,5:00pm,EUR,Italian Prelim CPI m/m,Non-economic,0.1%,0.3%,0.1%
2015-06-30,5:26pm,EUR,Italian 10-y Bond Auction,Non-economic,2.35|1.4,,1.83|1.4
2015-06-30,All Day,EUR,Eurogroup Meetings,High,,,
2015-06-30,7:00pm,GBP,MPC Member Haldane Speaks,Medium,,,
2015-06-30,8:30pm,CAD,GDP m/m,High,-0.1%,0.1%,-0.2%
2015-06-30,9:00pm,USD,S&P/CS Composite-20 HPI y/y,Non-economic,4.9%,5.3%,5.0%
2015-06-30,9:45pm,USD,Chicago PMI,Medium,49.4,50.2,46.2
2015-06-30,10:00pm,USD,CB Consumer Confidence,High,101.4,97.1,94.6
2015-07-01,7:30am,AUD,AIG Manufacturing Index,Non-economic,44.2,,52.3
2015-07-01,7:50am,JPY,Tankan Manufacturing Index,Medium,15,12,12
2015-07-01,7:50am,JPY,Tankan Non-Manufacturing Index,Medium,23,23,19
2015-07-01,9:00am,CNY,Manufacturing PMI,High,50.2,50.5,50.2
2015-07-01,9:00am,CNY,Non-Manufacturing PMI,Medium,53.8,,53.2
2015-07-01,9:30am,AUD,Building Approvals m/m,High,2.4%,1.2%,-5.2%
2015-07-01,9:35am,JPY,Final Manufacturing PMI,Non-economic,50.1,49.9,49.9
2015-07-01,9:45am,CNY,Caixin Manufacturing PMI,High,49.4,49.6,49.6
2015-07-01,2:30pm,AUD,Commodity Prices y/y,Non-economic,-17.9%,,-20.8%
2015-07-01,3:15pm,EUR,Spanish Manufacturing PMI,Medium,54.5,55.6,55.8
2015-07-01,3:30pm,CHF,Manufacturing PMI,Non-economic,50.0,50.0,49.4
2015-07-01,3:45pm,EUR,Italian Manufacturing PMI,Non-economic,54.1,54.4,54.8
2015-07-01,3:50pm,EUR,French Final Manufacturing PMI,Non-economic,50.7,50.5,50.5
2015-07-01,3:55pm,EUR,German Final Manufacturing PMI,Medium,51.9,51.9,51.9
2015-07-01,4:00pm,EUR,Final Manufacturing PMI,Non-economic,52.5,52.5,52.5
2015-07-01,4:30pm,GBP,Final Manufacturing PMI,High,51.4,52.6,51.9
2015-07-01,5:30pm,GBP,BOE Gov Carney Speaks,High,,,
2015-07-01,5:30pm,GBP,BOE Financial Stability Report,Medium,,,
2015-07-01,5:30pm,GBP,FPC Statement,Medium,,,
2015-07-01,All Day,EUR,Eurogroup Meetings,High,,,
2015-07-01,7:30pm,USD,Challenger Job Cuts y/y,Non-economic,42.7%,,-22.5%
2015-07-01,All Day,CAD,Bank Holiday,Low,,,
2015-07-01,8:15pm,USD,ADP Non-Farm Employment Change,High,237K,219K,203K
2015-07-01,9:45pm,USD,Final Manufacturing PMI,Non-economic,53.6,53.4,53.4
2015-07-01,10:00pm,USD,ISM Manufacturing PMI,High,53.5,53.2,52.8
2015-07-01,10:00pm,USD,Construction Spending m/m,Non-economic,0.8%,0.4%,2.1%
2015-07-01,10:00pm,USD,ISM Manufacturing Prices,Non-economic,49.5,51.1,49.5
2015-07-01,10:07pm,NZD,GDT Price Index,High,-5.9%,,-1.3%
2015-07-01,10:30pm,USD,Crude Oil Inventories,Medium,2.4M,-1.9M,-4.9M
2015-07-01,All Day,USD,Total Vehicle Sales,Non-economic,17.2M,17.2M,17.8M
2015-07-02,7:50am,JPY,Monetary Base y/y,Non-economic,34.2%,36.2%,35.6%
2015-07-02,9:00am,NZD,ANZ Commodity Prices m/m,Non-economic,-3.1%,,-4.9%
2015-07-02,9:30am,AUD,Goods Trade Balance,High,-2.75B,-2.21B,-4.14B
2015-07-02,11:45am,JPY,10-y Bond Auction,Non-economic,0.51|2.6,,0.45|2.7
2015-07-02,2:00pm,GBP,Nationwide HPI m/m,Non-economic,-0.2%,0.6%,0.2%
2015-07-02,3:00pm,EUR,Spanish Unemployment Change,Medium,-94.7K,-124.3K,-118.0K
2015-07-02,4:30pm,GBP,Construction PMI,High,58.1,56.6,55.9
2015-07-02,4:53pm,EUR,Spanish 10-y Bond Auction,Non-economic,2.26|1.8,,2.35|1.9
2015-07-02,4:59pm,EUR,French 10-y Bond Auction,Non-economic,1.30|2.1,,1.28|1.8
2015-07-02,5:00pm,EUR,PPI m/m,Non-economic,0.0%,0.1%,-0.1%
2015-07-02,7:30pm,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
2015-07-02,8:30pm,USD,Non-Farm Employment Change,High,223K,231K,254K
2015-07-02,8:30pm,USD,Unemployment Rate,High,5.3%,5.4%,5.5%
2015-07-02,8:30pm,USD,Average Hourly Earnings m/m,Medium,0.0%,0.2%,0.2%
2015-07-02,8:30pm,USD,Unemployment Claims,Medium,281K,270K,271K
2015-07-02,9:30pm,CAD,Manufacturing PMI,Non-economic,51.3,,49.8
2015-07-02,10:00pm,USD,Factory Orders m/m,Medium,-1.0%,-0.5%,-0.7%
2015-07-02,10:30pm,USD,Natural Gas Storage,Non-economic,69B,74B,75B
2015-07-02,11:10pm,EUR,ECB President Draghi Speaks,High,,,
2015-07-03,7:30am,AUD,AIG Services Index,Non-economic,51.2,,49.6
2015-07-03,9:30am,AUD,Retail Sales m/m,High,0.3%,0.5%,-0.1%
2015-07-03,9:45am,CNY,Caixin Services PMI,Medium,51.8,53.8,53.5
2015-07-03,3:15pm,EUR,Spanish Services PMI,Medium,56.1,58.0,58.4
2015-07-03,3:45pm,EUR,Italian Services PMI,Non-economic,53.4,52.9,52.5
2015-07-03,3:50pm,EUR,French Final Services PMI,Non-economic,54.1,54.1,54.1
2015-07-03,3:55pm,EUR,German Final Services PMI,Non-economic,53.8,54.2,54.2
2015-07-03,4:00pm,EUR,Final Services PMI,Non-economic,54.4,54.4,54.4
2015-07-03,4:30pm,GBP,Final Services PMI,High,58.5,57.4,56.5
2015-07-03,5:00pm,EUR,Retail Sales m/m,Medium,0.2%,0.1%,0.7%
2015-07-03,All Day,USD,Bank Holiday,Low,,,
2015-07-05,All Day,EUR,Greek Bailout Vote,High,No,,
2015-07-06,8:30am,AUD,MI Inflation Gauge m/m,Non-economic,0.1%,,0.3%
2015-07-06,9:30am,AUD,ANZ Job Advertisements m/m,Medium,1.3%,,0.1%
2015-07-06,1:00pm,JPY,Leading Indicators,Non-economic,106.2%,106.2%,106.4%
2015-07-06,2:00pm,EUR,German Factory Orders m/m,Medium,-0.2%,0.0%,2.2%
2015-07-06,3:15pm,CHF,CPI m/m,Medium,0.1%,0.1%,0.2%
2015-07-06,4:10pm,EUR,Retail PMI,Non-economic,50.4,,51.4
2015-07-06,4:30pm,EUR,Sentix Investor Confidence,Non-economic,18.5,15.6,17.1
2015-07-06,4:30pm,GBP,Housing Equity Withdrawal q/q,Non-economic,-13.0B,-12.1B,-12.6B
2015-07-06,9:45pm,USD,Final Services PMI,Non-economic,54.8,54.8,54.8
2015-07-06,10:00pm,CAD,Ivey PMI,High,55.9,56.2,62.3
2015-07-06,10:00pm,USD,ISM Services PMI,High,56.0,56.5,55.7
2015-07-06,10:29pm,USD,Labor Market Conditions Index m/m,Non-economic,0.8,,0.9
2015-07-06,10:30pm,CAD,BOC Business Outlook Survey,Medium,,,
2015-07-07,6:00am,NZD,NZIER Business Confidence,High,5,,23
2015-07-07,7:23am,AUD,AIG Construction Index,Non-economic,46.4,,47.8
2015-07-07,12:30pm,AUD,Cash Rate,High,2.00%,2.00%,2.00%
2015-07-07,12:30pm,AUD,RBA Rate Statement,High,,,
2015-07-07,1:45pm,CHF,Unemployment Rate,Non-economic,3.3%,3.3%,3.3%
2015-07-07,2:00pm,EUR,German Industrial Production m/m,Non-economic,0.0%,0.1%,0.6%
2015-07-07,2:45pm,EUR,French Gov Budget Balance,Non-economic,-63.9B,,-59.8B
2015-07-07,2:45pm,EUR,French Trade Balance,Non-economic,-4.0B,-3.3B,-3.3B
2015-07-07,3:00pm,CHF,Foreign Currency Reserves,Medium,516B,,518B
2015-07-07,4:30pm,GBP,Manufacturing Production m/m,High,-0.6%,0.1%,-0.4%
2015-07-07,4:30pm,GBP,Industrial Production m/m,Non-economic,0.4%,-0.2%,0.3%
2015-07-07,5:35pm,GBP,30-y Bond Auction,Non-economic,2.73|1.9,,2.86|1.6
2015-07-07,All Day,EUR,Eurogroup Meetings,High,,,
2015-07-07,All Day,EUR,Euro Summit,High,,,
2015-07-07,8:30pm,CAD,Trade Balance,High,-3.3B,-2.6B,-3.0B
2015-07-07,8:30pm,USD,Trade Balance,High,-41.9B,-42.5B,-40.7B
2015-07-07,10:00pm,GBP,NIESR GDP Estimate,Medium,0.7%,,0.6%
2015-07-07,10:00pm,USD,JOLTS Job Openings,Medium,5.36M,5.33M,5.33M
2015-07-07,10:00pm,USD,RCM/TIPP Economic Optimism,Non-economic,48.1,48.9,48.1
2015-07-08,7:01am,GBP,BRC Shop Price Index y/y,Non-economic,-1.3%,,-1.9%
2015-07-08,7:50am,JPY,Current Account,Medium,1.64T,1.39T,1.27T
2015-07-08,7:50am,JPY,Bank Lending y/y,Non-economic,2.5%,,2.6%
2015-07-08,1:00pm,JPY,Economy Watchers Sentiment,Non-economic,51.0,53.2,53.3
2015-07-08,3:00pm,GBP,Halifax HPI m/m,Medium,1.7%,0.2%,0.3%
2015-07-08,4:30pm,GBP,FPC Meeting Minutes,Non-economic,,,
2015-07-08,7:30pm,GBP,Annual Budget Release,High,,,
2015-07-08,8:30pm,CAD,Building Permits m/m,High,-14.5%,-5.2%,12.1%
2015-07-08,Day 1,All,BRICS Summit,Medium,,,
2015-07-08,10:30pm,USD,Crude Oil Inventories,Medium,0.4M,-0.6M,2.4M
2015-07-09,1:01am,USD,10-y Bond Auction,Non-economic,2.23|2.7,,2.46|2.7
2015-07-09,2:00am,USD,FOMC Meeting Minutes,High,,,
2015-07-09,2:00am,USD,FOMC Member Williams Speaks,Medium,,,
2015-07-09,3:00am,USD,Consumer Credit m/m,Non-economic,16.1B,18.5B,21.4B
2015-07-09,7:01am,GBP,RICS House Price Balance,Non-economic,40%,37%,34%
2015-07-09,7:50am,JPY,Core Machinery Orders m/m,Medium,0.6%,-4.8%,3.8%
2015-07-09,7:50am,JPY,M2 Money Stock y/y,Non-economic,3.8%,4.0%,4.1%
2015-07-09,9:30am,AUD,Employment Change,High,7.3K,-2.1K,40.0K
2015-07-09,9:30am,AUD,Unemployment Rate,High,6.0%,6.1%,5.9%
2015-07-09,9:30am,CNY,CPI y/y,High,1.4%,1.3%,1.2%
2015-07-09,9:30am,CNY,PPI y/y,Medium,-4.8%,-4.6%,-4.6%
2015-07-09,11:45am,JPY,30-y Bond Auction,Non-economic,1.43|2.2,,1.53|3.1
2015-07-09,1:59pm,JPY,Prelim Machine Tool Orders y/y,Non-economic,6.6%,,15.0%
2015-07-09,2:00pm,EUR,German Trade Balance,Non-economic,22.8B,20.6B,21.5B
2015-07-09,7:00pm,GBP,Official Bank Rate,High,0.50%,0.50%,0.50%
2015-07-09,7:00pm,GBP,Asset Purchase Facility,Medium,375B,375B,375B
2015-07-09,8:13pm,CAD,Housing Starts,Non-economic,203K,191K,197K
2015-07-09,8:30pm,CAD,NHPI m/m,Medium,0.2%,0.1%,0.1%
2015-07-09,8:30pm,USD,Unemployment Claims,High,297K,274K,282K
2015-07-09,10:15pm,USD,FOMC Member Brainard Speaks,Medium,,,
2015-07-09,Day 2,All,BRICS Summit,Medium,,,
2015-07-09,10:30pm,USD,Natural Gas Storage,Non-economic,91B,86B,69B
2015-07-10,1:01am,USD,30-y Bond Auction,Non-economic,3.08|2.2,,3.14|2.5
2015-07-10,7:50am,JPY,PPI y/y,Non-economic,-2.4%,-2.2%,-2.2%
2015-07-10,9:30am,AUD,Home Loans m/m,Medium,-6.1%,-3.3%,0.7%
2015-07-10,1:00pm,JPY,Consumer Confidence,Non-economic,41.7,41.9,41.4
2015-07-10,2:00pm,EUR,German WPI m/m,Non-economic,-0.2%,0.1%,0.5%
2015-07-10,2:45pm,EUR,French Industrial Production m/m,Non-economic,0.4%,0.5%,-0.8%
2015-07-10,4:00pm,EUR,Italian Industrial Production m/m,Non-economic,0.9%,0.3%,-0.3%
2015-07-10,4:30pm,GBP,Goods Trade Balance,Medium,-8.0B,-9.7B,-9.4B
2015-07-10,4:30pm,GBP,Construction Output m/m,Non-economic,-1.3%,0.7%,-0.5%
2015-07-10,8:30pm,CAD,Employment Change,High,-6.4K,-9.0K,58.9K
2015-07-10,8:30pm,CAD,Unemployment Rate,High,6.8%,6.9%,6.8%
2015-07-10,10:00pm,USD,Final Wholesale Inventories m/m,Non-economic,0.8%,0.3%,0.4%
2015-07-11,12:30am,USD,Fed Chair Yellen Speaks,High,,,
2015-07-11,Day 1,EUR,Eurogroup Meetings,High,,,
2015-07-12,Day 2,EUR,Eurogroup Meetings,High,,,
2015-07-12,All Day,EUR,Euro Summit,High,,,
2015-07-13,6:45am,NZD,FPI m/m,Non-economic,0.5%,,0.4%
2015-07-13,10:00am,CNY,Trade Balance,High,284B,355B,367B
2015-07-13,10:46am,CNY,USD-Denominated Trade Balance,Non-economic,46.5B,57.0B,59.5B
2015-07-13,12:30pm,JPY,Revised Industrial Production m/m,Non-economic,-2.1%,-2.1%,-2.2%
2015-07-13,12:32pm,JPY,Tertiary Industry Activity m/m,Non-economic,-0.7%,-0.2%,-0.1%
2015-07-13,4:30pm,GBP,BOE Credit Conditions Survey,Medium,,,
2015-07-13,All Day,EUR,Eurogroup Meetings,High,,,
2015-07-14,2:00am,USD,Federal Budget Balance,Non-economic,51.8B,41.2B,-82.4B
2015-07-14,7:01am,GBP,BRC Retail Sales Monitor y/y,Non-economic,1.8%,,0.0%
2015-07-14,9:30am,AUD,NAB Business Confidence,High,10,,8
2015-07-14,10:05am,CNY,M2 Money Supply y/y,Non-economic,11.8%,11.0%,10.8%
2015-07-14,2:00pm,EUR,German Final CPI m/m,Non-economic,-0.1%,-0.1%,-0.1%
2015-07-14,All Day,EUR,French Bank Holiday,Low,,,
2015-07-14,3:15pm,CHF,PPI m/m,Medium,-0.1%,0.2%,-0.8%
2015-07-14,4:30pm,GBP,CPI y/y,High,0.0%,0.0%,0.1%
2015-07-14,4:30pm,GBP,PPI Input m/m,Medium,-1.3%,-0.7%,-1.1%
2015-07-14,4:30pm,GBP,RPI y/y,Medium,1.0%,1.0%,1.0%
2015-07-14,4:30pm,GBP,Core CPI y/y,Non-economic,0.8%,0.9%,0.9%
2015-07-14,4:30pm,GBP,ONS HPI y/y,Non-economic,5.7%,5.9%,5.5%
2015-07-14,4:30pm,GBP,PPI Output m/m,Non-economic,0.0%,0.1%,0.1%
2015-07-14,5:00pm,EUR,German ZEW Economic Sentiment,High,29.7,30.6,31.5
2015-07-14,5:00pm,EUR,ZEW Economic Sentiment,Medium,42.7,51.1,53.7
2015-07-14,5:00pm,EUR,Industrial Production m/m,Non-economic,-0.4%,0.2%,0.0%
2015-07-14,5:15pm,GBP,Monetary Policy Report Hearings,High,,,
2015-07-14,6:00pm,USD,NFIB Small Business Index,Non-economic,94.1,98.6,98.3
2015-07-14,All Day,EUR,ECOFIN Meetings,Medium,,,
2015-07-14,7:45pm,GBP,BOE Gov Carney Speaks,High,,,
2015-07-14,8:30pm,USD,Core Retail Sales m/m,High,-0.1%,0.7%,0.8%
2015-07-14,8:30pm,USD,Retail Sales m/m,High,-0.3%,0.2%,1.0%
2015-07-14,8:30pm,USD,Import Prices m/m,Medium,-0.1%,0.1%,1.2%
2015-07-14,10:00pm,USD,Business Inventories m/m,Medium,0.3%,0.3%,0.4%
2015-07-15,1:00am,GBP,MPC Member Miles Speaks,Medium,,,
2015-07-15,8:30am,AUD,Westpac Consumer Sentiment,Medium,-3.2%,,-6.9%
2015-07-15,9:30am,AUD,New Motor Vehicle Sales m/m,Non-economic,3.8%,,-0.8%
2015-07-15,10:00am,CNY,GDP q/y,High,7.0%,6.9%,7.0%
2015-07-15,10:00am,CNY,Industrial Production y/y,High,6.8%,6.0%,6.1%
2015-07-15,10:00am,CNY,Fixed Asset Investment ytd/y,Medium,11.4%,11.2%,11.4%
2015-07-15,10:00am,CNY,NBS Press Conference,Medium,,,
2015-07-15,10:00am,CNY,Retail Sales y/y,Non-economic,10.6%,10.2%,10.1%
2015-07-15,11:18am,JPY,Monetary Policy Statement,High,,,
2015-07-15,2:32pm,JPY,BOJ Press Conference,High,,,
2015-07-15,2:45pm,EUR,French Final CPI m/m,Non-economic,-0.1%,0.1%,0.2%
2015-07-15,4:30pm,GBP,Average Earnings Index 3m/y,High,3.2%,3.3%,2.7%
2015-07-15,4:30pm,GBP,Claimant Count Change,High,7.0K,-8.9K,-1.1K
2015-07-15,4:30pm,GBP,Unemployment Rate,Medium,5.6%,5.5%,5.5%
2015-07-15,5:00pm,CHF,UBS Economic Expectations,Non-economic,-5.4,,0.1
2015-07-15,5:34pm,EUR,German 10-y Bond Auction,Non-economic,0.88|1.1,,0.81|1.7
2015-07-15,All Day,EUR,Eurogroup Meetings,High,,,
2015-07-15,8:30pm,CAD,Manufacturing Sales m/m,High,0.1%,0.3%,-2.2%
2015-07-15,8:30pm,USD,PPI m/m,High,0.4%,0.2%,0.5%
2015-07-15,8:30pm,USD,Core PPI m/m,Medium,0.3%,0.1%,0.1%
2015-07-15,8:30pm,USD,Empire State Manufacturing Index,Medium,3.9,3.4,-2.0
2015-07-15,9:15pm,USD,Capacity Utilization Rate,Medium,78.4%,78.1%,78.2%
2015-07-15,9:15pm,USD,Industrial Production m/m,Medium,0.3%,0.2%,-0.2%
2015-07-15,9:48pm,NZD,GDT Price Index,High,-10.7%,,-5.9%
2015-07-15,10:00pm,CAD,BOC Monetary Policy Report,High,,,
2015-07-15,10:00pm,CAD,BOC Rate Statement,High,,,
2015-07-15,10:00pm,CAD,Overnight Rate,High,0.50%,0.75%,0.75%
2015-07-15,10:00pm,USD,Fed Chair Yellen Testifies,High,,,
2015-07-15,10:00pm,USD,Fed Monetary Policy Report,Non-economic,,,
2015-07-15,10:30pm,USD,Crude Oil Inventories,Medium,-4.3M,-2.0M,0.4M
2015-07-15,11:15pm,CAD,BOC Press Conference,High,,,
2015-07-16,2:00am,USD,Beige Book,Non-economic,,,
2015-07-16,3:00am,USD,FOMC Member Williams Speaks,Medium,,,
2015-07-16,6:30am,NZD,BusinessNZ Manufacturing Index,Medium,55.2,,52.0
2015-07-16,6:45am,NZD,CPI q/q,High,0.4%,0.5%,-0.2%
2015-07-16,6:53am,EUR,Greek Gov Debt Crisis Vote,High,Pass,Pass,
2015-07-16,9:00am,AUD,MI Inflation Expectations,Medium,3.4%,,3.0%
2015-07-16,1:00pm,JPY,BOJ Monthly Report,Non-economic,,,
2015-07-16,3:15pm,CHF,Retail Sales y/y,Medium,-1.8%,1.9%,1.6%
2015-07-16,4:03pm,EUR,Italian Trade Balance,Non-economic,4.18B,2.83B,3.73B
2015-07-16,4:51pm,EUR,Spanish 10-y Bond Auction,Non-economic,2.10|1.5,,2.26|1.8
2015-07-16,5:00pm,EUR,Final CPI y/y,Medium,0.2%,0.2%,0.2%
2015-07-16,5:00pm,EUR,Final Core CPI y/y,Non-economic,0.8%,0.8%,0.8%
2015-07-16,5:00pm,EUR,Trade Balance,Non-economic,21.2B,22.3B,23.9B
2015-07-16,All Day,EUR,Eurogroup Meetings,High,,,
2015-07-16,7:45pm,EUR,Main Refinancing Rate,High,0.05%,0.05%,0.05%
2015-07-16,8:30pm,CAD,Foreign Securities Purchases,Medium,-5.45B,8.21B,16.73B
2015-07-16,8:30pm,EUR,ECB Press Conference,High,,,
2015-07-16,8:30pm,USD,Unemployment Claims,High,281K,284K,296K
2015-07-16,9:30pm,GBP,CB Leading Index m/m,Non-economic,-0.4%,,0.3%
2015-07-16,10:00pm,USD,Philly Fed Manufacturing Index,High,5.7,11.9,15.2
2015-07-16,10:00pm,USD,NAHB Housing Market Index,Non-economic,60,59,60
2015-07-16,10:30pm,USD,Natural Gas Storage,Non-economic,99B,89B,91B
2015-07-17,2:00am,GBP,BOE Gov Carney Speaks,Medium,,,
2015-07-17,2:30am,USD,Fed Chair Yellen Testifies,High,,,
2015-07-17,4:00am,USD,TIC Long-Term Purchases,Non-economic,93.0B,30.3B,54.4B
2015-07-17,8:00am,AUD,CB Leading Index m/m,Non-economic,0.2%,,-0.3%
2015-07-17,8:30pm,CAD,Core CPI m/m,High,0.0%,-0.1%,0.4%
2015-07-17,8:30pm,CAD,CPI m/m,Medium,0.2%,0.2%,0.6%
2015-07-17,8:30pm,USD,Building Permits,High,1.34M,1.11M,1.25M
2015-07-17,8:30pm,USD,Core CPI m/m,High,0.2%,0.2%,0.1%
2015-07-17,8:30pm,USD,CPI m/m,High,0.3%,0.3%,0.4%
2015-07-17,8:30pm,USD,CPI y/y,High,0.1%,0.0%,0.0%
2015-07-17,8:30pm,USD,Housing Starts,Medium,1.17M,1.10M,1.07M
2015-07-17,10:00pm,USD,Prelim UoM Consumer Sentiment,High,93.3,96.0,96.1
2015-07-17,10:00pm,USD,FOMC Member Fischer Speaks,Medium,,,
2015-07-17,10:00pm,USD,Prelim UoM Inflation Expectations,Non-economic,2.8%,,2.7%
2015-07-20,6:30am,NZD,BusinessNZ Services Index,Non-economic,58.2,,58.0
2015-07-20,7:01am,GBP,Rightmove HPI m/m,Non-economic,0.1%,,3.0%
2015-07-20,All Day,JPY,Bank Holiday,Low,,,
2015-07-20,8:19am,CNY,New Loans,Medium,1279B,1050B,901B
2015-07-20,2:00pm,EUR,German PPI m/m,Non-economic,-0.1%,0.0%,0.0%
2015-07-20,4:00pm,EUR,Current Account,Non-economic,18.0B,23.1B,24.0B
2015-07-20,6:00pm,EUR,German Buba Monthly Report,Non-economic,,,
2015-07-20,8:30pm,CAD,Wholesale Sales m/m,High,-1.0%,0.1%,1.7%
2015-07-21,2:30am,USD,Treasury Sec Lew Speaks,Medium,,,
2015-07-21,6:45am,NZD,Visitor Arrivals m/m,Non-economic,-0.2%,,0.1%
2015-07-21,7:50am,JPY,Monetary Policy Meeting Minutes,Medium,,,
2015-07-21,9:30am,AUD,Monetary Policy Meeting Minutes,High,,,
2015-07-21,10:00am,CNY,Foreign Direct Investment ytd/y,Non-economic,8.3%,,10.5%
2015-07-21,11:00am,NZD,Credit Card Spending y/y,Non-economic,6.5%,,7.2%
2015-07-21,2:00pm,CHF,Trade Balance,Medium,3.58B,2.54B,3.41B
2015-07-21,4:30pm,GBP,Public Sector Net Borrowing,Medium,8.6B,8.6B,8.4B
2015-07-22,8:30am,AUD,MI Leading Index m/m,Non-economic,0.0%,,-0.1%
2015-07-22,9:30am,AUD,CPI q/q,High,0.7%,0.8%,0.2%
2015-07-22,9:30am,AUD,Trimmed Mean CPI q/q,Medium,0.6%,0.6%,0.7%
2015-07-22,10:00am,CNY,CB Leading Index m/m,Non-economic,1.0%,,1.1%
2015-07-22,11:05am,AUD,RBA Gov Stevens Speaks,High,,,
2015-07-22,12:30pm,JPY,All Industries Activity m/m,Non-economic,-0.5%,-0.5%,0.1%
2015-07-22,4:30pm,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2015-07-22,4:30pm,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2015-07-22,5:00pm,EUR,Italian Retail Sales m/m,Non-economic,-0.1%,0.1%,0.7%
